,新增死亡,新增治愈,新增确诊,日期,省,省死亡,省治愈,省确诊
8876,0.0,6.0,16.0,2020-01-30,上海市,1.0,11.0,112.0
9238,0.0,1.0,30.0,2020-01-29,上海市,1.0,5.0,96.0
9583,0.0,1.0,13.0,2020-01-28,上海市,1.0,4.0,66.0
9921,1.0,3.0,53.0,2020-01-27,上海市,1.0,3.0,53.0
0,0.0,0.0,0.0,2020-01-26,上海市,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-25,上海市,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-24,上海市,0.0,0.0,0.0
190,0.0,18.0,0.0,2020-02-20,江苏省,0.0,336.0,631.0
574,0.0,38.0,2.0,2020-02-19,江苏省,0.0,318.0,631.0
1002,0.0,22.0,3.0,2020-02-18,江苏省,0.0,280.0,629.0
1429,0.0,40.0,9.0,2020-02-17,江苏省,0.0,258.0,626.0
1852,0.0,32.0,13.0,2020-02-16,江苏省,0.0,218.0,617.0
2267,0.0,29.0,11.0,2020-02-15,江苏省,0.0,186.0,604.0
2692,0.0,18.0,23.0,2020-02-14,江苏省,0.0,157.0,593.0
3101,0.0,14.0,27.0,2020-02-13,江苏省,0.0,139.0,570.0
3529,0.0,32.0,28.0,2020-02-12,江苏省,0.0,125.0,543.0
3955,0.0,12.0,23.0,2020-02-11,江苏省,0.0,93.0,515.0
4371,0.0,10.0,24.0,2020-02-10,江苏省,0.0,81.0,492.0
4789,0.0,20.0,29.0,2020-02-09,江苏省,0.0,71.0,468.0
5214,0.0,8.0,31.0,2020-02-08,江苏省,0.0,51.0,439.0
5639,0.0,9.0,35.0,2020-02-07,江苏省,0.0,43.0,408.0
6061,0.0,11.0,32.0,2020-02-06,江苏省,0.0,34.0,373.0
6480,0.0,11.0,33.0,2020-02-05,江苏省,0.0,23.0,341.0
6883,0.0,4.0,37.0,2020-02-04,江苏省,0.0,12.0,308.0
7296,0.0,1.0,35.0,2020-02-03,江苏省,0.0,8.0,271.0
7701,0.0,-1.0,34.0,2020-02-02,江苏省,0.0,7.0,236.0
8098,0.0,3.0,34.0,2020-02-01,江苏省,0.0,8.0,202.0
8488,0.0,4.0,39.0,2020-01-31,江苏省,0.0,5.0,168.0
8891,0.0,0.0,30.0,2020-01-30,江苏省,0.0,1.0,129.0
9252,0.0,0.0,29.0,2020-01-29,江苏省,0.0,1.0,99.0
9595,0.0,0.0,23.0,2020-01-28,江苏省,0.0,1.0,70.0
9933,0.0,0.0,14.0,2020-01-27,江苏省,0.0,1.0,47.0
10222,0.0,0.0,15.0,2020-01-26,江苏省,0.0,1.0,33.0
10457,0.0,1.0,9.0,2020-01-25,江苏省,0.0,1.0,18.0
10638,0.0,0.0,9.0,2020-01-24,江苏省,0.0,0.0,9.0
203,0.0,2.0,0.0,2020-02-20,内蒙古自治区,0.0,12.0,75.0
588,0.0,2.0,2.0,2020-02-19,内蒙古自治区,0.0,10.0,75.0
1015,0.0,0.0,1.0,2020-02-18,内蒙古自治区,0.0,8.0,73.0
1442,0.0,0.0,2.0,2020-02-17,内蒙古自治区,0.0,8.0,72.0
1865,0.0,1.0,2.0,2020-02-16,内蒙古自治区,0.0,8.0,70.0
2280,0.0,1.0,3.0,2020-02-15,内蒙古自治区,0.0,7.0,68.0
2705,0.0,0.0,4.0,2020-02-14,内蒙古自治区,0.0,6.0,65.0
3114,0.0,0.0,1.0,2020-02-13,内蒙古自治区,0.0,6.0,61.0
3542,0.0,6.0,60.0,2020-02-12,内蒙古自治区,0.0,6.0,60.0
0,0.0,0.0,0.0,2020-02-11,内蒙古自治区,0.0,0.0,0.0
4384,0.0,0.0,4.0,2020-02-10,内蒙古自治区,0.0,5.0,58.0
4802,0.0,0.0,2.0,2020-02-09,内蒙古自治区,0.0,5.0,54.0
5227,0.0,0.0,2.0,2020-02-08,内蒙古自治区,0.0,5.0,52.0
5652,0.0,1.0,4.0,2020-02-07,内蒙古自治区,0.0,5.0,50.0
6074,0.0,1.0,4.0,2020-02-06,内蒙古自治区,0.0,4.0,46.0
6494,0.0,2.0,7.0,2020-02-05,内蒙古自治区,0.0,3.0,42.0
6896,0.0,0.0,1.0,2020-02-04,内蒙古自治区,0.0,1.0,35.0
7309,0.0,0.0,7.0,2020-02-03,内蒙古自治区,0.0,1.0,34.0
7714,0.0,0.0,4.0,2020-02-02,内蒙古自治区,0.0,1.0,27.0
8112,0.0,0.0,3.0,2020-02-01,内蒙古自治区,0.0,1.0,23.0
8501,0.0,1.0,2.0,2020-01-31,内蒙古自治区,0.0,1.0,20.0
8904,0.0,0.0,2.0,2020-01-30,内蒙古自治区,0.0,0.0,18.0
9265,0.0,0.0,1.0,2020-01-29,内蒙古自治区,0.0,0.0,16.0
9608,0.0,0.0,4.0,2020-01-28,内蒙古自治区,0.0,0.0,15.0
9946,0.0,0.0,4.0,2020-01-27,内蒙古自治区,0.0,0.0,11.0
10234,0.0,0.0,0.0,2020-01-26,内蒙古自治区,0.0,0.0,7.0
10466,0.0,0.0,5.0,2020-01-25,内蒙古自治区,0.0,0.0,7.0
10644,0.0,0.0,2.0,2020-01-24,内蒙古自治区,0.0,0.0,2.0
214,0.0,19.0,0.0,2020-02-20,云南省,1.0,79.0,173.0
599,1.0,3.0,1.0,2020-02-19,云南省,1.0,60.0,173.0
1026,0.0,10.0,1.0,2020-02-18,云南省,0.0,57.0,172.0
1453,0.0,5.0,0.0,2020-02-17,云南省,0.0,47.0,171.0
1876,0.0,0.0,3.0,2020-02-16,云南省,0.0,42.0,171.0
2291,0.0,6.0,6.0,2020-02-15,云南省,0.0,42.0,168.0
2716,0.0,9.0,6.0,2020-02-14,云南省,0.0,36.0,162.0
3125,0.0,1.0,2.0,2020-02-13,云南省,0.0,27.0,156.0
3553,0.0,6.0,1.0,2020-02-12,云南省,0.0,26.0,154.0
3968,0.0,1.0,4.0,2020-02-11,云南省,0.0,20.0,153.0
4395,0.0,1.0,8.0,2020-02-10,云南省,0.0,19.0,149.0
4813,0.0,1.0,3.0,2020-02-09,云南省,0.0,18.0,141.0
5238,0.0,4.0,2.0,2020-02-08,云南省,0.0,17.0,138.0
5663,0.0,6.0,3.0,2020-02-07,云南省,0.0,13.0,136.0
6085,0.0,2.0,9.0,2020-02-06,云南省,0.0,7.0,133.0
6505,0.0,0.0,5.0,2020-02-05,云南省,0.0,5.0,124.0
6907,0.0,0.0,5.0,2020-02-04,云南省,0.0,5.0,119.0
7320,0.0,2.0,9.0,2020-02-03,云南省,0.0,5.0,114.0
7725,0.0,1.0,12.0,2020-02-02,云南省,0.0,3.0,105.0
8122,0.0,1.0,10.0,2020-02-01,云南省,0.0,2.0,93.0
8511,0.0,1.0,13.0,2020-01-31,云南省,0.0,1.0,83.0
8913,0.0,0.0,15.0,2020-01-30,云南省,0.0,0.0,70.0
9274,0.0,0.0,11.0,2020-01-29,云南省,0.0,0.0,55.0
9628,0.0,0.0,18.0,2020-01-28,云南省,0.0,0.0,44.0
9964,0.0,0.0,10.0,2020-01-27,云南省,0.0,0.0,26.0
10239,0.0,0.0,5.0,2020-01-26,云南省,0.0,0.0,16.0
10471,0.0,0.0,6.0,2020-01-25,云南省,0.0,0.0,11.0
10645,0.0,0.0,5.0,2020-01-24,云南省,0.0,0.0,5.0
228,0.0,18.0,1.0,2020-02-20,广东省,5.0,624.0,1332.0
613,1.0,41.0,3.0,2020-02-19,广东省,5.0,606.0,1331.0
1040,0.0,41.0,6.0,2020-02-18,广东省,4.0,565.0,1328.0
1467,2.0,59.0,6.0,2020-02-17,广东省,4.0,524.0,1322.0
1890,0.0,55.0,22.0,2020-02-16,广东省,2.0,465.0,1316.0
2306,0.0,48.0,33.0,2020-02-15,广东省,2.0,410.0,1294.0
2731,0.0,48.0,20.0,2020-02-14,广东省,2.0,362.0,1261.0
3140,1.0,39.0,22.0,2020-02-13,广东省,2.0,314.0,1241.0
3568,0.0,63.0,42.0,2020-02-12,广东省,1.0,275.0,1219.0
3983,0.0,45.0,18.0,2020-02-11,广东省,1.0,212.0,1177.0
4410,0.0,26.0,28.0,2020-02-10,广东省,1.0,167.0,1159.0
4828,0.0,22.0,36.0,2020-02-09,广东省,1.0,141.0,1131.0
5253,0.0,31.0,61.0,2020-02-08,广东省,1.0,119.0,1095.0
5678,1.0,19.0,64.0,2020-02-07,广东省,1.0,88.0,1034.0
6100,0.0,20.0,75.0,2020-02-06,广东省,0.0,69.0,970.0
6519,0.0,19.0,82.0,2020-02-05,广东省,0.0,49.0,895.0
6921,0.0,9.0,88.0,2020-02-04,广东省,0.0,30.0,813.0
7334,0.0,6.0,93.0,2020-02-03,广东省,0.0,21.0,725.0
7738,0.0,1.0,97.0,2020-02-02,广东省,0.0,15.0,632.0
8134,0.0,-6.0,99.0,2020-02-01,广东省,0.0,14.0,535.0
8522,0.0,10.0,82.0,2020-01-31,广东省,0.0,20.0,436.0
8924,0.0,5.0,77.0,2020-01-30,广东省,0.0,10.0,354.0
9285,0.0,1.0,70.0,2020-01-29,广东省,0.0,5.0,277.0
9638,0.0,1.0,56.0,2020-01-28,广东省,0.0,4.0,207.0
9974,0.0,1.0,40.0,2020-01-27,广东省,0.0,3.0,151.0
10249,0.0,0.0,33.0,2020-01-26,广东省,0.0,2.0,111.0
10478,0.0,0.0,25.0,2020-01-25,广东省,0.0,2.0,78.0
10648,0.0,2.0,53.0,2020-01-24,广东省,0.0,2.0,53.0
249,0.0,71.0,0.0,2020-02-20,江西省,1.0,433.0,934.0
634,0.0,52.0,1.0,2020-02-19,江西省,1.0,362.0,934.0
1061,0.0,35.0,3.0,2020-02-18,江西省,1.0,310.0,933.0
1488,0.0,35.0,5.0,2020-02-17,江西省,1.0,275.0,930.0
1911,0.0,30.0,12.0,2020-02-16,江西省,1.0,240.0,925.0
2327,0.0,23.0,13.0,2020-02-15,江西省,1.0,210.0,913.0
2752,0.0,17.0,28.0,2020-02-14,江西省,1.0,187.0,900.0
3161,0.0,18.0,28.0,2020-02-13,江西省,1.0,170.0,872.0
3589,0.0,24.0,40.0,2020-02-12,江西省,1.0,152.0,844.0
4004,0.0,23.0,33.0,2020-02-11,江西省,1.0,128.0,804.0
4431,1.0,31.0,31.0,2020-02-10,江西省,1.0,105.0,771.0
4849,0.0,19.0,42.0,2020-02-09,江西省,0.0,74.0,740.0
5276,0.0,10.0,37.0,2020-02-08,江西省,0.0,55.0,698.0
5698,0.0,8.0,61.0,2020-02-07,江西省,0.0,45.0,661.0
6121,0.0,10.0,52.0,2020-02-06,江西省,0.0,37.0,600.0
6540,0.0,7.0,72.0,2020-02-05,江西省,0.0,27.0,548.0
6941,0.0,2.0,85.0,2020-02-04,江西省,0.0,20.0,476.0
7354,0.0,6.0,58.0,2020-02-03,江西省,0.0,18.0,391.0
7758,0.0,3.0,47.0,2020-02-02,江西省,0.0,12.0,333.0
8154,0.0,2.0,46.0,2020-02-01,江西省,0.0,9.0,286.0
8541,0.0,2.0,78.0,2020-01-31,江西省,0.0,7.0,240.0
8943,0.0,2.0,53.0,2020-01-30,江西省,0.0,5.0,162.0
9306,0.0,0.0,37.0,2020-01-29,江西省,0.0,3.0,109.0
9656,0.0,2.0,24.0,2020-01-28,江西省,0.0,3.0,72.0
9990,0.0,1.0,12.0,2020-01-27,江西省,0.0,1.0,48.0
10264,0.0,0.0,18.0,2020-01-26,江西省,0.0,0.0,36.0
10491,0.0,0.0,11.0,2020-01-25,江西省,0.0,0.0,18.0
10659,0.0,0.0,7.0,2020-01-24,江西省,0.0,0.0,7.0
261,0.0,3.0,1.0,2020-02-20,广西壮族自治区,2.0,89.0,245.0
646,0.0,17.0,2.0,2020-02-19,广西壮族自治区,2.0,86.0,244.0
1073,0.0,16.0,4.0,2020-02-18,广西壮族自治区,2.0,69.0,242.0
1500,0.0,4.0,1.0,2020-02-17,广西壮族自治区,2.0,53.0,238.0
1923,0.0,5.0,2.0,2020-02-16,广西壮族自治区,2.0,49.0,237.0
2339,0.0,8.0,9.0,2020-02-15,广西壮族自治区,2.0,44.0,235.0
2764,0.0,3.0,4.0,2020-02-14,广西壮族自治区,2.0,36.0,226.0
3173,1.0,1.0,0.0,2020-02-13,广西壮族自治区,2.0,33.0,222.0
3601,0.0,-1.0,7.0,2020-02-12,广西壮族自治区,1.0,32.0,222.0
4016,0.0,9.0,5.0,2020-02-11,广西壮族自治区,1.0,33.0,215.0
4443,0.0,6.0,15.0,2020-02-10,广西壮族自治区,1.0,24.0,210.0
4860,0.0,1.0,12.0,2020-02-09,广西壮族自治区,1.0,18.0,195.0
5287,1.0,0.0,11.0,2020-02-08,广西壮族自治区,1.0,17.0,183.0
5709,0.0,3.0,4.0,2020-02-07,广西壮族自治区,0.0,17.0,172.0
6132,0.0,1.0,18.0,2020-02-06,广西壮族自治区,0.0,14.0,168.0
6551,0.0,3.0,11.0,2020-02-05,广西壮族自治区,0.0,13.0,150.0
6952,0.0,3.0,12.0,2020-02-04,广西壮族自治区,0.0,10.0,139.0
7365,0.0,5.0,16.0,2020-02-03,广西壮族自治区,0.0,7.0,127.0
7769,0.0,0.0,11.0,2020-02-02,广西壮族自治区,0.0,2.0,111.0
8165,0.0,0.0,13.0,2020-02-01,广西壮族自治区,0.0,2.0,100.0
8552,0.0,0.0,9.0,2020-01-31,广西壮族自治区,0.0,2.0,87.0
8954,0.0,0.0,20.0,2020-01-30,广西壮族自治区,0.0,2.0,78.0
9317,0.0,0.0,7.0,2020-01-29,广西壮族自治区,0.0,2.0,58.0
9667,0.0,2.0,5.0,2020-01-28,广西壮族自治区,0.0,2.0,51.0
10000,0.0,0.0,10.0,2020-01-27,广西壮族自治区,0.0,0.0,46.0
10274,0.0,0.0,13.0,2020-01-26,广西壮族自治区,0.0,0.0,36.0
10501,0.0,0.0,10.0,2020-01-25,广西壮族自治区,0.0,0.0,23.0
10665,0.0,0.0,13.0,2020-01-24,广西壮族自治区,0.0,0.0,13.0
274,0.0,2.0,0.0,2020-02-20,宁夏回族自治区,0.0,44.0,71.0
659,0.0,0.0,1.0,2020-02-19,宁夏回族自治区,0.0,42.0,71.0
1086,0.0,7.0,0.0,2020-02-18,宁夏回族自治区,0.0,42.0,70.0
1513,0.0,35.0,70.0,2020-02-17,宁夏回族自治区,0.0,35.0,70.0
0,0.0,0.0,0.0,2020-02-16,宁夏回族自治区,0.0,0.0,0.0
2353,0.0,9.0,3.0,2020-02-15,宁夏回族自治区,0.0,33.0,70.0
2777,0.0,0.0,3.0,2020-02-14,宁夏回族自治区,0.0,24.0,67.0
3187,0.0,0.0,6.0,2020-02-13,宁夏回族自治区,0.0,24.0,64.0
3615,0.0,2.0,5.0,2020-02-12,宁夏回族自治区,0.0,24.0,58.0
4030,0.0,9.0,4.0,2020-02-11,宁夏回族自治区,0.0,22.0,53.0
4456,0.0,0.0,4.0,2020-02-10,宁夏回族自治区,0.0,13.0,49.0
4874,0.0,-2.0,0.0,2020-02-09,宁夏回族自治区,0.0,13.0,45.0
5302,0.0,10.0,2.0,2020-02-08,宁夏回族自治区,0.0,15.0,45.0
5723,0.0,4.0,3.0,2020-02-07,宁夏回族自治区,0.0,5.0,43.0
6145,0.0,1.0,40.0,2020-02-06,宁夏回族自治区,0.0,1.0,40.0
0,0.0,0.0,0.0,2020-02-05,宁夏回族自治区,0.0,0.0,0.0
6964,0.0,0.0,3.0,2020-02-04,宁夏回族自治区,0.0,1.0,34.0
7377,0.0,1.0,3.0,2020-02-03,宁夏回族自治区,0.0,1.0,31.0
7781,0.0,0.0,2.0,2020-02-02,宁夏回族自治区,0.0,0.0,28.0
8176,0.0,0.0,5.0,2020-02-01,宁夏回族自治区,0.0,0.0,26.0
8563,0.0,0.0,4.0,2020-01-31,宁夏回族自治区,0.0,0.0,21.0
8965,0.0,0.0,5.0,2020-01-30,宁夏回族自治区,0.0,0.0,17.0
9326,0.0,0.0,1.0,2020-01-29,宁夏回族自治区,0.0,0.0,12.0
9676,0.0,0.0,4.0,2020-01-28,宁夏回族自治区,0.0,0.0,11.0
10009,0.0,0.0,3.0,2020-01-27,宁夏回族自治区,0.0,0.0,7.0
10283,0.0,0.0,1.0,2020-01-26,宁夏回族自治区,0.0,0.0,4.0
10509,0.0,0.0,1.0,2020-01-25,宁夏回族自治区,0.0,0.0,3.0
10671,0.0,0.0,2.0,2020-01-24,宁夏回族自治区,0.0,0.0,2.0
280,1.0,4.0,3.0,2020-02-20,陕西省,1.0,106.0,245.0
665,0.0,13.0,2.0,2020-02-19,陕西省,0.0,102.0,242.0
1092,0.0,10.0,0.0,2020-02-18,陕西省,0.0,89.0,240.0
1519,0.0,8.0,4.0,2020-02-17,陕西省,0.0,79.0,240.0
1936,0.0,11.0,4.0,2020-02-16,陕西省,0.0,71.0,236.0
2359,0.0,6.0,2.0,2020-02-15,陕西省,0.0,60.0,232.0
2783,0.0,8.0,1.0,2020-02-14,陕西省,0.0,54.0,230.0
3193,0.0,3.0,4.0,2020-02-13,陕西省,0.0,46.0,229.0
3621,0.0,11.0,6.0,2020-02-12,陕西省,0.0,43.0,225.0
4036,0.0,2.0,6.0,2020-02-11,陕西省,0.0,32.0,219.0
4462,0.0,5.0,5.0,2020-02-10,陕西省,0.0,30.0,213.0
4880,0.0,5.0,13.0,2020-02-09,陕西省,0.0,25.0,208.0
5309,0.0,3.0,11.0,2020-02-08,陕西省,0.0,20.0,195.0
5729,0.0,8.0,11.0,2020-02-07,陕西省,0.0,17.0,184.0
6151,0.0,3.0,8.0,2020-02-06,陕西省,0.0,9.0,173.0
6563,0.0,4.0,23.0,2020-02-05,陕西省,0.0,6.0,165.0
6970,0.0,2.0,14.0,2020-02-04,陕西省,0.0,2.0,142.0
7382,0.0,0.0,12.0,2020-02-03,陕西省,0.0,0.0,128.0
7786,0.0,0.0,15.0,2020-02-02,陕西省,0.0,0.0,116.0
8181,0.0,0.0,14.0,2020-02-01,陕西省,0.0,0.0,101.0
8568,0.0,0.0,24.0,2020-01-31,陕西省,0.0,0.0,87.0
8971,0.0,0.0,7.0,2020-01-30,陕西省,0.0,0.0,63.0
9330,0.0,0.0,10.0,2020-01-29,陕西省,0.0,0.0,56.0
9680,0.0,0.0,11.0,2020-01-28,陕西省,0.0,0.0,46.0
10012,0.0,0.0,13.0,2020-01-27,陕西省,0.0,0.0,35.0
10286,0.0,0.0,7.0,2020-01-26,陕西省,0.0,0.0,22.0
10512,0.0,0.0,10.0,2020-01-25,陕西省,0.0,0.0,15.0
10673,0.0,0.0,5.0,2020-01-24,陕西省,0.0,0.0,5.0
293,0.0,6.0,2.0,2020-02-20,北京市,4.0,153.0,395.0
678,0.0,25.0,6.0,2020-02-19,北京市,4.0,147.0,393.0
1105,0.0,8.0,6.0,2020-02-18,北京市,4.0,122.0,387.0
1532,0.0,6.0,1.0,2020-02-17,北京市,4.0,114.0,381.0
1949,0.0,10.0,5.0,2020-02-16,北京市,4.0,108.0,380.0
2372,1.0,18.0,3.0,2020-02-15,北京市,4.0,98.0,375.0
2796,0.0,11.0,6.0,2020-02-14,北京市,3.0,80.0,372.0
3206,0.0,13.0,14.0,2020-02-13,北京市,3.0,69.0,366.0
3634,0.0,8.0,10.0,2020-02-12,北京市,3.0,56.0,352.0
4049,1.0,4.0,5.0,2020-02-11,北京市,3.0,48.0,342.0
4475,0.0,7.0,11.0,2020-02-10,北京市,2.0,44.0,337.0
4892,0.0,3.0,11.0,2020-02-09,北京市,2.0,37.0,326.0
5321,1.0,1.0,18.0,2020-02-08,北京市,2.0,34.0,315.0
5741,0.0,2.0,23.0,2020-02-07,北京市,1.0,33.0,297.0
6163,0.0,7.0,21.0,2020-02-06,北京市,1.0,31.0,274.0
6575,0.0,1.0,25.0,2020-02-05,北京市,1.0,24.0,253.0
6982,0.0,11.0,16.0,2020-02-04,北京市,1.0,23.0,228.0
7393,0.0,3.0,21.0,2020-02-03,北京市,1.0,12.0,212.0
7797,0.0,0.0,23.0,2020-02-02,北京市,1.0,9.0,191.0
8192,0.0,4.0,29.0,2020-02-01,北京市,1.0,9.0,168.0
8579,0.0,1.0,25.0,2020-01-31,北京市,1.0,5.0,139.0
8982,0.0,0.0,3.0,2020-01-30,北京市,1.0,4.0,114.0
9339,0.0,0.0,20.0,2020-01-29,北京市,1.0,4.0,111.0
9689,0.0,2.0,11.0,2020-01-28,北京市,1.0,4.0,91.0
10020,1.0,0.0,12.0,2020-01-27,北京市,1.0,2.0,80.0
10293,0.0,-1.0,27.0,2020-01-26,北京市,0.0,2.0,68.0
10518,0.0,2.0,5.0,2020-01-25,北京市,0.0,3.0,41.0
10677,0.0,1.0,36.0,2020-01-24,北京市,0.0,1.0,36.0
310,0.0,1.0,0.0,2020-02-20,贵州省,2.0,71.0,146.0
695,0.0,4.0,0.0,2020-02-19,贵州省,2.0,70.0,146.0
1122,1.0,4.0,0.0,2020-02-18,贵州省,2.0,66.0,146.0
1549,0.0,16.0,2.0,2020-02-17,贵州省,1.0,62.0,146.0
1966,0.0,5.0,1.0,2020-02-16,贵州省,1.0,46.0,144.0
2389,0.0,13.0,3.0,2020-02-15,贵州省,1.0,41.0,143.0
2813,0.0,1.0,5.0,2020-02-14,贵州省,1.0,28.0,140.0
3223,0.0,9.0,2.0,2020-02-13,贵州省,1.0,27.0,135.0
3651,0.0,1.0,6.0,2020-02-12,贵州省,1.0,18.0,133.0
4066,0.0,7.0,18.0,2020-02-11,贵州省,1.0,17.0,127.0
4492,0.0,3.0,10.0,2020-02-10,贵州省,1.0,10.0,109.0
4909,0.0,0.0,10.0,2020-02-09,贵州省,1.0,7.0,99.0
5338,0.0,1.0,8.0,2020-02-08,贵州省,1.0,7.0,89.0
5757,0.0,0.0,10.0,2020-02-07,贵州省,1.0,6.0,81.0
6180,0.0,-3.0,7.0,2020-02-06,贵州省,1.0,6.0,71.0
6591,1.0,7.0,6.0,2020-02-05,贵州省,1.0,9.0,64.0
6998,0.0,0.0,12.0,2020-02-04,贵州省,0.0,2.0,58.0
7409,0.0,0.0,8.0,2020-02-03,贵州省,0.0,2.0,46.0
7812,0.0,2.0,38.0,2020-02-02,贵州省,0.0,2.0,38.0
0,0.0,0.0,0.0,2020-02-01,贵州省,0.0,0.0,0.0
8604,0.0,1.0,17.0,2020-01-31,贵州省,0.0,2.0,29.0
8994,0.0,0.0,3.0,2020-01-30,贵州省,0.0,1.0,12.0
9351,0.0,1.0,0.0,2020-01-29,贵州省,0.0,1.0,9.0
9700,0.0,0.0,2.0,2020-01-28,贵州省,0.0,0.0,9.0
10031,0.0,0.0,2.0,2020-01-27,贵州省,0.0,0.0,7.0
10304,0.0,0.0,1.0,2020-01-26,贵州省,0.0,0.0,5.0
10528,0.0,0.0,1.0,2020-01-25,贵州省,0.0,0.0,4.0
10689,0.0,0.0,3.0,2020-01-24,贵州省,0.0,0.0,3.0
319,0.0,3.0,1.0,2020-02-20,吉林省,1.0,40.0,91.0
704,0.0,1.0,1.0,2020-02-19,吉林省,1.0,37.0,90.0
1131,0.0,2.0,0.0,2020-02-18,吉林省,1.0,36.0,89.0
1558,0.0,4.0,0.0,2020-02-17,吉林省,1.0,34.0,89.0
1975,0.0,4.0,1.0,2020-02-16,吉林省,1.0,30.0,89.0
2398,0.0,1.0,2.0,2020-02-15,吉林省,1.0,26.0,88.0
2822,0.0,1.0,2.0,2020-02-14,吉林省,1.0,25.0,86.0
3232,0.0,2.0,1.0,2020-02-13,吉林省,1.0,24.0,84.0
3660,0.0,4.0,2.0,2020-02-12,吉林省,1.0,22.0,83.0
4076,0.0,5.0,1.0,2020-02-11,吉林省,1.0,18.0,81.0
4501,0.0,1.0,2.0,2020-02-10,吉林省,1.0,13.0,80.0
4918,0.0,8.0,9.0,2020-02-09,吉林省,1.0,12.0,78.0
5347,0.0,0.0,4.0,2020-02-08,吉林省,1.0,4.0,69.0
5766,1.0,0.0,6.0,2020-02-07,吉林省,1.0,4.0,65.0
6189,0.0,1.0,5.0,2020-02-06,吉林省,0.0,4.0,59.0
6600,0.0,2.0,12.0,2020-02-05,吉林省,0.0,3.0,54.0
7007,0.0,0.0,11.0,2020-02-04,吉林省,0.0,1.0,42.0
7418,0.0,-6.0,8.0,2020-02-03,吉林省,0.0,1.0,31.0
7821,0.0,6.0,6.0,2020-02-02,吉林省,0.0,7.0,23.0
8206,0.0,0.0,3.0,2020-02-01,吉林省,0.0,1.0,17.0
8612,0.0,0.0,0.0,2020-01-31,吉林省,0.0,1.0,14.0
9002,0.0,1.0,5.0,2020-01-30,吉林省,0.0,1.0,14.0
9356,0.0,0.0,1.0,2020-01-29,吉林省,0.0,0.0,9.0
9705,0.0,0.0,2.0,2020-01-28,吉林省,0.0,0.0,8.0
10036,0.0,0.0,6.0,2020-01-27,吉林省,0.0,0.0,6.0
0,0.0,0.0,0.0,2020-01-26,吉林省,0.0,0.0,0.0
10531,0.0,0.0,1.0,2020-01-25,吉林省,0.0,0.0,4.0
10692,0.0,0.0,3.0,2020-01-24,吉林省,0.0,0.0,3.0
329,0.0,0.0,5.0,2020-02-20,海南省,4.0,84.0,168.0
714,0.0,5.0,0.0,2020-02-19,海南省,4.0,84.0,163.0
1141,0.0,20.0,0.0,2020-02-18,海南省,4.0,79.0,163.0
1568,0.0,7.0,1.0,2020-02-17,海南省,4.0,59.0,163.0
1985,0.0,13.0,0.0,2020-02-16,海南省,4.0,52.0,162.0
2408,0.0,-4.0,3.0,2020-02-15,海南省,4.0,39.0,162.0
2832,0.0,9.0,2.0,2020-02-14,海南省,4.0,43.0,159.0
3242,1.0,7.0,0.0,2020-02-13,海南省,4.0,34.0,157.0
3670,0.0,7.0,13.0,2020-02-12,海南省,3.0,27.0,157.0
4086,0.0,1.0,6.0,2020-02-11,海南省,3.0,20.0,144.0
4511,0.0,0.0,7.0,2020-02-10,海南省,3.0,19.0,138.0
4928,1.0,5.0,7.0,2020-02-09,海南省,3.0,19.0,131.0
5356,0.0,4.0,7.0,2020-02-08,海南省,2.0,14.0,124.0
5774,1.0,2.0,11.0,2020-02-07,海南省,2.0,10.0,117.0
6197,0.0,2.0,15.0,2020-02-06,海南省,1.0,8.0,106.0
6608,0.0,1.0,11.0,2020-02-05,海南省,1.0,6.0,91.0
7016,0.0,1.0,8.0,2020-02-04,海南省,1.0,5.0,80.0
7425,0.0,0.0,8.0,2020-02-03,海南省,1.0,4.0,72.0
7828,-1.0,3.0,2.0,2020-02-02,海南省,1.0,4.0,64.0
8214,1.0,0.0,10.0,2020-02-01,海南省,2.0,1.0,62.0
8619,0.0,0.0,6.0,2020-01-31,海南省,1.0,1.0,52.0
9009,0.0,1.0,3.0,2020-01-30,海南省,1.0,1.0,46.0
9362,0.0,0.0,3.0,2020-01-29,海南省,1.0,0.0,43.0
9710,0.0,0.0,7.0,2020-01-28,海南省,1.0,0.0,40.0
10040,1.0,0.0,11.0,2020-01-27,海南省,1.0,0.0,33.0
10308,0.0,0.0,3.0,2020-01-26,海南省,0.0,0.0,22.0
10534,0.0,0.0,11.0,2020-01-25,海南省,0.0,0.0,19.0
10695,0.0,0.0,8.0,2020-01-24,海南省,0.0,0.0,8.0
344,0.0,20.0,5.0,2020-02-20,重庆市,5.0,274.0,560.0
729,0.0,19.0,2.0,2020-02-19,重庆市,5.0,254.0,555.0
1157,0.0,21.0,0.0,2020-02-18,重庆市,5.0,235.0,553.0
1584,0.0,27.0,6.0,2020-02-17,重庆市,5.0,214.0,553.0
2001,0.0,3.0,9.0,2020-02-16,重庆市,5.0,187.0,547.0
2423,0.0,45.0,6.0,2020-02-15,重庆市,5.0,184.0,538.0
2847,2.0,11.0,7.0,2020-02-14,重庆市,5.0,139.0,532.0
3257,0.0,41.0,16.0,2020-02-13,重庆市,3.0,128.0,525.0
3686,1.0,15.0,20.0,2020-02-12,重庆市,3.0,87.0,509.0
