,新增死亡,新增治愈,新增确诊,日期,省,省死亡,省治愈,省确诊
4305,0.0,11.0,20.0,2020-02-16,黑龙江省,11.0,79.0,445.0
4721,0.0,21.0,6.0,2020-02-15,黑龙江省,11.0,68.0,425.0
5146,2.0,14.0,24.0,2020-02-14,黑龙江省,11.0,47.0,419.0
5557,1.0,2.0,17.0,2020-02-13,黑龙江省,9.0,33.0,395.0
5985,0.0,3.0,18.0,2020-02-12,黑龙江省,8.0,31.0,378.0
6400,1.0,-2.0,29.0,2020-02-11,黑龙江省,8.0,28.0,360.0
6824,1.0,16.0,24.0,2020-02-10,黑龙江省,7.0,30.0,331.0
7245,1.0,1.0,11.0,2020-02-09,黑龙江省,6.0,14.0,307.0
7670,2.0,1.0,19.0,2020-02-08,黑龙江省,5.0,13.0,296.0
8094,0.0,4.0,50.0,2020-02-07,黑龙江省,3.0,12.0,277.0
8514,1.0,0.0,37.0,2020-02-06,黑龙江省,3.0,8.0,227.0
8931,0.0,4.0,35.0,2020-02-05,黑龙江省,2.0,8.0,190.0
9331,0.0,2.0,34.0,2020-02-04,黑龙江省,2.0,4.0,155.0
9743,0.0,-2.0,26.0,2020-02-03,黑龙江省,2.0,2.0,121.0
10145,0.0,2.0,15.0,2020-02-02,黑龙江省,2.0,4.0,95.0
10548,0.0,2.0,21.0,2020-02-01,黑龙江省,2.0,2.0,80.0
10938,0.0,0.0,15.0,2020-01-31,黑龙江省,2.0,0.0,59.0
11336,1.0,0.0,6.0,2020-01-30,黑龙江省,2.0,0.0,44.0
11696,0.0,0.0,8.0,2020-01-29,黑龙江省,1.0,0.0,38.0
12057,0.0,0.0,9.0,2020-01-28,黑龙江省,1.0,0.0,30.0
12392,0.0,0.0,6.0,2020-01-27,黑龙江省,1.0,0.0,21.0
12687,0.0,0.0,6.0,2020-01-26,黑龙江省,1.0,0.0,15.0
12929,0.0,0.0,5.0,2020-01-25,黑龙江省,1.0,0.0,9.0
13116,1.0,0.0,4.0,2020-01-24,黑龙江省,1.0,0.0,4.0
166,0.0,19.0,0.0,2020-02-26,福建省,1.0,218.0,294.0
536,0.0,16.0,1.0,2020-02-25,福建省,1.0,199.0,294.0
937,0.0,13.0,0.0,2020-02-24,福建省,1.0,183.0,293.0
1352,0.0,8.0,0.0,2020-02-23,福建省,1.0,170.0,293.0
1781,0.0,13.0,0.0,2020-02-22,福建省,1.0,162.0,293.0
2191,0.0,23.0,0.0,2020-02-21,福建省,1.0,149.0,293.0
2615,1.0,14.0,0.0,2020-02-20,福建省,1.0,126.0,293.0
3039,0.0,19.0,1.0,2020-02-19,福建省,0.0,112.0,293.0
3467,0.0,3.0,2.0,2020-02-18,福建省,0.0,93.0,292.0
3894,0.0,8.0,3.0,2020-02-17,福建省,0.0,90.0,290.0
4318,0.0,11.0,2.0,2020-02-16,福建省,0.0,82.0,287.0
4734,0.0,8.0,4.0,2020-02-15,福建省,0.0,71.0,285.0
5159,0.0,6.0,2.0,2020-02-14,福建省,0.0,63.0,281.0
5569,0.0,4.0,7.0,2020-02-13,福建省,0.0,57.0,279.0
5997,0.0,8.0,5.0,2020-02-12,福建省,0.0,53.0,272.0
6412,0.0,6.0,6.0,2020-02-11,福建省,0.0,45.0,267.0
6836,0.0,4.0,11.0,2020-02-10,福建省,0.0,39.0,261.0
7257,0.0,11.0,11.0,2020-02-09,福建省,0.0,35.0,250.0
7683,0.0,4.0,15.0,2020-02-08,福建省,0.0,24.0,239.0
8106,0.0,6.0,9.0,2020-02-07,福建省,0.0,20.0,224.0
8527,0.0,3.0,10.0,2020-02-06,福建省,0.0,14.0,215.0
8943,0.0,8.0,11.0,2020-02-05,福建省,0.0,11.0,205.0
9343,0.0,2.0,15.0,2020-02-04,福建省,0.0,3.0,194.0
9755,0.0,1.0,20.0,2020-02-03,福建省,0.0,1.0,179.0
10158,0.0,0.0,15.0,2020-02-02,福建省,0.0,0.0,159.0
10559,0.0,0.0,24.0,2020-02-01,福建省,0.0,0.0,144.0
10949,0.0,0.0,19.0,2020-01-31,福建省,0.0,0.0,120.0
11347,0.0,0.0,17.0,2020-01-30,福建省,0.0,0.0,101.0
11706,0.0,0.0,4.0,2020-01-29,福建省,0.0,0.0,84.0
12065,0.0,0.0,21.0,2020-01-28,福建省,0.0,0.0,80.0
12400,0.0,0.0,24.0,2020-01-27,福建省,0.0,0.0,59.0
12692,0.0,0.0,17.0,2020-01-26,福建省,0.0,0.0,35.0
12933,0.0,0.0,8.0,2020-01-25,福建省,0.0,0.0,18.0
13120,0.0,0.0,10.0,2020-01-24,福建省,0.0,0.0,10.0
176,0.0,13.0,1.0,2020-02-26,河北省,6.0,261.0,312.0
546,0.0,14.0,0.0,2020-02-25,河北省,6.0,248.0,311.0
947,0.0,15.0,0.0,2020-02-24,河北省,6.0,234.0,311.0
1362,0.0,16.0,2.0,2020-02-23,河北省,6.0,219.0,311.0
1791,1.0,19.0,1.0,2020-02-22,河北省,6.0,203.0,309.0
2201,0.0,15.0,1.0,2020-02-21,河北省,5.0,184.0,308.0
2625,1.0,17.0,1.0,2020-02-20,河北省,5.0,169.0,307.0
3049,0.0,16.0,4.0,2020-02-19,河北省,4.0,152.0,306.0
3477,1.0,14.0,1.0,2020-02-18,河北省,4.0,136.0,302.0
3904,0.0,17.0,1.0,2020-02-17,河北省,3.0,122.0,301.0
4328,0.0,4.0,9.0,2020-02-16,河北省,3.0,105.0,300.0
4744,0.0,14.0,8.0,2020-02-15,河北省,3.0,101.0,291.0
5169,0.0,19.0,18.0,2020-02-14,河北省,3.0,87.0,283.0
5578,1.0,14.0,14.0,2020-02-13,河北省,3.0,68.0,265.0
6007,0.0,6.0,12.0,2020-02-12,河北省,2.0,54.0,251.0
6421,0.0,7.0,21.0,2020-02-11,河北省,2.0,48.0,239.0
6846,0.0,7.0,12.0,2020-02-10,河北省,2.0,41.0,218.0
7266,1.0,4.0,11.0,2020-02-09,河北省,2.0,34.0,206.0
7692,0.0,8.0,23.0,2020-02-08,河北省,1.0,30.0,195.0
8116,0.0,9.0,15.0,2020-02-07,河北省,1.0,22.0,172.0
8536,0.0,7.0,21.0,2020-02-06,河北省,1.0,13.0,157.0
8952,0.0,2.0,10.0,2020-02-05,河北省,1.0,6.0,136.0
9352,0.0,1.0,13.0,2020-02-04,河北省,1.0,4.0,126.0
9764,0.0,0.0,9.0,2020-02-03,河北省,1.0,3.0,113.0
10167,0.0,3.0,8.0,2020-02-02,河北省,1.0,3.0,104.0
10568,0.0,0.0,14.0,2020-02-01,河北省,1.0,0.0,96.0
10958,0.0,0.0,17.0,2020-01-31,河北省,1.0,0.0,82.0
11356,0.0,0.0,17.0,2020-01-30,河北省,1.0,0.0,65.0
11715,0.0,0.0,15.0,2020-01-29,河北省,1.0,0.0,48.0
12074,0.0,0.0,15.0,2020-01-28,河北省,1.0,0.0,33.0
12408,0.0,0.0,5.0,2020-01-27,河北省,1.0,0.0,18.0
12700,0.0,0.0,5.0,2020-01-26,河北省,1.0,0.0,13.0
12939,0.0,0.0,6.0,2020-01-25,河北省,1.0,0.0,8.0
13126,1.0,0.0,2.0,2020-01-24,河北省,1.0,0.0,2.0
187,0.0,32.0,0.0,2020-02-26,安徽省,6.0,744.0,989.0
557,0.0,49.0,0.0,2020-02-25,安徽省,6.0,712.0,989.0
958,0.0,26.0,0.0,2020-02-24,安徽省,6.0,663.0,989.0
1373,0.0,40.0,0.0,2020-02-23,安徽省,6.0,637.0,989.0
1802,0.0,58.0,1.0,2020-02-22,安徽省,6.0,597.0,989.0
2212,0.0,65.0,1.0,2020-02-21,安徽省,6.0,539.0,988.0
2636,0.0,61.0,1.0,2020-02-20,安徽省,6.0,474.0,987.0
3060,0.0,52.0,4.0,2020-02-19,安徽省,6.0,413.0,986.0
3488,0.0,81.0,9.0,2020-02-18,安徽省,6.0,361.0,982.0
3915,0.0,25.0,11.0,2020-02-17,安徽省,6.0,280.0,973.0
4339,0.0,34.0,12.0,2020-02-16,安徽省,6.0,255.0,962.0
4755,0.0,28.0,16.0,2020-02-15,安徽省,6.0,221.0,950.0
5180,1.0,31.0,24.0,2020-02-14,安徽省,6.0,193.0,934.0
5589,1.0,35.0,21.0,2020-02-13,安徽省,5.0,162.0,910.0
6018,0.0,22.0,29.0,2020-02-12,安徽省,4.0,127.0,889.0
6432,1.0,17.0,30.0,2020-02-11,安徽省,4.0,105.0,860.0
6857,2.0,16.0,51.0,2020-02-10,安徽省,3.0,88.0,830.0
7277,1.0,13.0,46.0,2020-02-09,安徽省,1.0,72.0,779.0
7703,0.0,12.0,68.0,2020-02-08,安徽省,0.0,59.0,733.0
8127,0.0,13.0,74.0,2020-02-07,安徽省,0.0,47.0,665.0
8547,0.0,11.0,61.0,2020-02-06,安徽省,0.0,34.0,591.0
8963,0.0,3.0,50.0,2020-02-05,安徽省,0.0,23.0,530.0
9363,0.0,6.0,72.0,2020-02-04,安徽省,0.0,20.0,480.0
9775,0.0,7.0,68.0,2020-02-03,安徽省,0.0,14.0,408.0
10178,0.0,2.0,43.0,2020-02-02,安徽省,0.0,7.0,340.0
10579,0.0,2.0,60.0,2020-02-01,安徽省,0.0,5.0,297.0
10968,0.0,1.0,37.0,2020-01-31,安徽省,0.0,3.0,237.0
11366,0.0,0.0,45.0,2020-01-30,安徽省,0.0,2.0,200.0
11725,0.0,2.0,49.0,2020-01-29,安徽省,0.0,2.0,155.0
12083,0.0,0.0,36.0,2020-01-28,安徽省,0.0,0.0,106.0
12415,0.0,0.0,10.0,2020-01-27,安徽省,0.0,0.0,70.0
12705,0.0,0.0,21.0,2020-01-26,安徽省,0.0,0.0,60.0
12943,0.0,0.0,24.0,2020-01-25,安徽省,0.0,0.0,39.0
13128,0.0,0.0,15.0,2020-01-24,安徽省,0.0,0.0,15.0
203,0.0,15.0,0.0,2020-02-26,湖南省,4.0,783.0,1016.0
573,0.0,37.0,0.0,2020-02-25,湖南省,4.0,768.0,1016.0
974,0.0,17.0,0.0,2020-02-24,湖南省,4.0,731.0,1016.0
1389,0.0,22.0,3.0,2020-02-23,湖南省,4.0,714.0,1016.0
1818,0.0,31.0,2.0,2020-02-22,湖南省,4.0,692.0,1013.0
2228,0.0,27.0,1.0,2020-02-21,湖南省,4.0,661.0,1011.0
2652,0.0,73.0,2.0,2020-02-20,湖南省,4.0,634.0,1010.0
3076,0.0,34.0,1.0,2020-02-19,湖南省,4.0,561.0,1008.0
3505,1.0,29.0,1.0,2020-02-18,湖南省,4.0,527.0,1007.0
3932,0.0,34.0,2.0,2020-02-17,湖南省,3.0,498.0,1006.0
4355,1.0,39.0,3.0,2020-02-16,湖南省,3.0,464.0,1004.0
4771,0.0,61.0,13.0,2020-02-15,湖南省,2.0,425.0,1001.0
5196,0.0,25.0,20.0,2020-02-14,湖南省,2.0,364.0,988.0
5606,0.0,35.0,22.0,2020-02-13,湖南省,2.0,339.0,968.0
6034,1.0,57.0,34.0,2020-02-12,湖南省,2.0,304.0,946.0
6448,0.0,39.0,33.0,2020-02-11,湖南省,1.0,247.0,912.0
6873,0.0,22.0,41.0,2020-02-10,湖南省,1.0,208.0,879.0
7293,0.0,30.0,35.0,2020-02-09,湖南省,1.0,186.0,838.0
7719,1.0,44.0,31.0,2020-02-08,湖南省,1.0,156.0,803.0
8143,0.0,31.0,61.0,2020-02-07,湖南省,0.0,112.0,772.0
8563,0.0,27.0,50.0,2020-02-06,湖南省,0.0,81.0,711.0
8979,0.0,23.0,68.0,2020-02-05,湖南省,0.0,54.0,661.0
9379,0.0,9.0,72.0,2020-02-04,湖南省,0.0,31.0,593.0
9791,0.0,6.0,58.0,2020-02-03,湖南省,0.0,22.0,521.0
10194,0.0,8.0,74.0,2020-02-02,湖南省,0.0,16.0,463.0
10596,0.0,6.0,57.0,2020-02-01,湖南省,0.0,8.0,389.0
10985,0.0,0.0,55.0,2020-01-31,湖南省,0.0,2.0,332.0
11383,0.0,2.0,56.0,2020-01-30,湖南省,0.0,2.0,277.0
11743,0.0,0.0,78.0,2020-01-29,湖南省,0.0,0.0,221.0
12099,0.0,0.0,43.0,2020-01-28,湖南省,0.0,0.0,143.0
12431,0.0,0.0,31.0,2020-01-27,湖南省,0.0,0.0,100.0
12721,0.0,0.0,26.0,2020-01-26,湖南省,0.0,0.0,69.0
12954,0.0,0.0,19.0,2020-01-25,湖南省,0.0,0.0,43.0
13136,0.0,0.0,24.0,2020-01-24,湖南省,0.0,0.0,24.0
217,0.0,18.0,2.0,2020-02-26,四川省,3.0,307.0,531.0
587,0.0,13.0,2.0,2020-02-25,四川省,3.0,289.0,529.0
988,0.0,15.0,1.0,2020-02-24,四川省,3.0,276.0,527.0
1403,0.0,11.0,0.0,2020-02-23,四川省,3.0,261.0,526.0
1832,0.0,19.0,1.0,2020-02-22,四川省,3.0,250.0,526.0
2242,0.0,14.0,5.0,2020-02-21,四川省,3.0,231.0,525.0
2666,0.0,29.0,6.0,2020-02-20,四川省,3.0,217.0,520.0
3090,0.0,19.0,6.0,2020-02-19,四川省,3.0,188.0,514.0
3519,0.0,13.0,13.0,2020-02-18,四川省,3.0,169.0,508.0
3946,0.0,25.0,14.0,2020-02-17,四川省,3.0,156.0,495.0
4369,2.0,12.0,11.0,2020-02-16,四川省,3.0,131.0,481.0
4785,0.0,5.0,7.0,2020-02-15,四川省,1.0,119.0,470.0
5210,0.0,10.0,12.0,2020-02-14,四川省,1.0,114.0,463.0
5620,0.0,12.0,15.0,2020-02-13,四川省,1.0,104.0,451.0
6048,0.0,7.0,19.0,2020-02-12,四川省,1.0,92.0,436.0
6462,0.0,5.0,12.0,2020-02-11,四川省,1.0,85.0,417.0
6887,0.0,9.0,19.0,2020-02-10,四川省,1.0,80.0,405.0
7307,0.0,11.0,22.0,2020-02-09,四川省,1.0,71.0,386.0
7733,0.0,18.0,20.0,2020-02-08,四川省,1.0,60.0,364.0
8157,0.0,11.0,23.0,2020-02-07,四川省,1.0,42.0,344.0
8577,0.0,7.0,20.0,2020-02-06,四川省,1.0,31.0,321.0
8993,0.0,10.0,19.0,2020-02-05,四川省,1.0,24.0,301.0
9393,0.0,0.0,28.0,2020-02-04,四川省,1.0,14.0,282.0
9805,0.0,3.0,23.0,2020-02-03,四川省,1.0,14.0,254.0
10208,0.0,8.0,24.0,2020-02-02,四川省,1.0,11.0,231.0
10610,0.0,2.0,30.0,2020-02-01,四川省,1.0,3.0,207.0
10999,0.0,0.0,35.0,2020-01-31,四川省,1.0,1.0,177.0
11397,0.0,0.0,34.0,2020-01-30,四川省,1.0,1.0,142.0
11756,1.0,1.0,18.0,2020-01-29,四川省,1.0,1.0,108.0
12112,0.0,0.0,21.0,2020-01-28,四川省,0.0,0.0,90.0
12444,0.0,-1.0,25.0,2020-01-27,四川省,0.0,0.0,69.0
12734,0.0,1.0,16.0,2020-01-26,四川省,0.0,1.0,44.0
12966,0.0,0.0,13.0,2020-01-25,四川省,0.0,0.0,28.0
13144,0.0,0.0,15.0,2020-01-24,四川省,0.0,0.0,15.0
238,0.0,20.0,0.0,2020-02-26,江苏省,0.0,478.0,631.0
608,0.0,5.0,0.0,2020-02-25,江苏省,0.0,458.0,631.0
1009,0.0,35.0,0.0,2020-02-24,江苏省,0.0,453.0,631.0
1424,0.0,17.0,0.0,2020-02-23,江苏省,0.0,418.0,631.0
1853,0.0,28.0,0.0,2020-02-22,江苏省,0.0,401.0,631.0
2263,0.0,17.0,0.0,2020-02-21,江苏省,0.0,373.0,631.0
2688,0.0,38.0,0.0,2020-02-20,江苏省,0.0,356.0,631.0
3112,0.0,38.0,2.0,2020-02-19,江苏省,0.0,318.0,631.0
3541,0.0,22.0,3.0,2020-02-18,江苏省,0.0,280.0,629.0
3968,0.0,40.0,9.0,2020-02-17,江苏省,0.0,258.0,626.0
4391,0.0,32.0,13.0,2020-02-16,江苏省,0.0,218.0,617.0
4806,0.0,29.0,11.0,2020-02-15,江苏省,0.0,186.0,604.0
5231,0.0,18.0,23.0,2020-02-14,江苏省,0.0,157.0,593.0
5641,0.0,14.0,27.0,2020-02-13,江苏省,0.0,139.0,570.0
6069,0.0,32.0,28.0,2020-02-12,江苏省,0.0,125.0,543.0
6483,0.0,12.0,23.0,2020-02-11,江苏省,0.0,93.0,515.0
6908,0.0,10.0,24.0,2020-02-10,江苏省,0.0,81.0,492.0
7328,0.0,20.0,29.0,2020-02-09,江苏省,0.0,71.0,468.0
7755,0.0,8.0,31.0,2020-02-08,江苏省,0.0,51.0,439.0
8178,0.0,9.0,35.0,2020-02-07,江苏省,0.0,43.0,408.0
8598,0.0,11.0,32.0,2020-02-06,江苏省,0.0,34.0,373.0
9014,0.0,11.0,33.0,2020-02-05,江苏省,0.0,23.0,341.0
9414,0.0,4.0,37.0,2020-02-04,江苏省,0.0,12.0,308.0
9826,0.0,1.0,35.0,2020-02-03,江苏省,0.0,8.0,271.0
10229,0.0,-1.0,34.0,2020-02-02,江苏省,0.0,7.0,236.0
10631,0.0,3.0,34.0,2020-02-01,江苏省,0.0,8.0,202.0
11020,0.0,4.0,39.0,2020-01-31,江苏省,0.0,5.0,168.0
11416,0.0,0.0,30.0,2020-01-30,江苏省,0.0,1.0,129.0
11775,0.0,0.0,29.0,2020-01-29,江苏省,0.0,1.0,99.0
12129,0.0,0.0,23.0,2020-01-28,江苏省,0.0,1.0,70.0
12461,0.0,0.0,14.0,2020-01-27,江苏省,0.0,1.0,47.0
12748,0.0,0.0,15.0,2020-01-26,江苏省,0.0,1.0,33.0
12976,0.0,1.0,9.0,2020-01-25,江苏省,0.0,1.0,18.0
13151,0.0,0.0,9.0,2020-01-24,江苏省,0.0,0.0,9.0
251,0.0,24.0,0.0,2020-02-26,重庆市,6.0,373.0,576.0
621,0.0,14.0,1.0,2020-02-25,重庆市,6.0,349.0,576.0
1022,0.0,7.0,2.0,2020-02-24,重庆市,6.0,335.0,575.0
1437,0.0,12.0,1.0,2020-02-23,重庆市,6.0,328.0,573.0
1866,0.0,17.0,5.0,2020-02-22,重庆市,6.0,316.0,572.0
2276,1.0,25.0,7.0,2020-02-21,重庆市,6.0,299.0,567.0
2701,0.0,20.0,5.0,2020-02-20,重庆市,5.0,274.0,560.0
3126,0.0,19.0,2.0,2020-02-19,重庆市,5.0,254.0,555.0
3554,0.0,21.0,0.0,2020-02-18,重庆市,5.0,235.0,553.0
3981,0.0,27.0,6.0,2020-02-17,重庆市,5.0,214.0,553.0
4404,0.0,3.0,9.0,2020-02-16,重庆市,5.0,187.0,547.0
4819,0.0,45.0,6.0,2020-02-15,重庆市,5.0,184.0,538.0
5244,2.0,11.0,7.0,2020-02-14,重庆市,5.0,139.0,532.0
5654,0.0,41.0,16.0,2020-02-13,重庆市,3.0,128.0,525.0
6082,1.0,15.0,20.0,2020-02-12,重庆市,3.0,87.0,509.0
6496,0.0,6.0,16.0,2020-02-11,重庆市,2.0,72.0,489.0
6921,0.0,15.0,23.0,2020-02-10,重庆市,2.0,66.0,473.0
7341,0.0,12.0,22.0,2020-02-09,重庆市,2.0,51.0,450.0
7768,0.0,8.0,13.0,2020-02-08,重庆市,2.0,39.0,428.0
8191,0.0,7.0,15.0,2020-02-07,重庆市,2.0,31.0,415.0
8611,0.0,9.0,24.0,2020-02-06,重庆市,2.0,24.0,400.0
9028,0.0,6.0,32.0,2020-02-05,重庆市,2.0,15.0,376.0
9427,0.0,1.0,32.0,2020-02-04,重庆市,2.0,9.0,344.0
9839,1.0,1.0,37.0,2020-02-03,重庆市,2.0,8.0,312.0
10242,0.0,4.0,28.0,2020-02-02,重庆市,1.0,7.0,275.0
10645,1.0,2.0,36.0,2020-02-01,重庆市,1.0,3.0,247.0
11033,0.0,0.0,29.0,2020-01-31,重庆市,0.0,1.0,211.0
11429,0.0,0.0,35.0,2020-01-30,重庆市,0.0,1.0,182.0
11788,0.0,1.0,15.0,2020-01-29,重庆市,0.0,1.0,147.0
12142,0.0,0.0,22.0,2020-01-28,重庆市,0.0,0.0,132.0
12474,0.0,0.0,35.0,2020-01-27,重庆市,0.0,0.0,110.0
12760,0.0,0.0,18.0,2020-01-26,重庆市,0.0,0.0,75.0
12985,0.0,0.0,30.0,2020-01-25,重庆市,0.0,0.0,57.0
13157,0.0,0.0,27.0,2020-01-24,重庆市,0.0,0.0,27.0
290,0.0,15.0,0.0,2020-02-26,云南省,2.0,144.0,174.0
660,0.0,1.0,0.0,2020-02-25,云南省,2.0,129.0,174.0
1061,0.0,13.0,0.0,2020-02-24,云南省,2.0,128.0,174.0
1476,0.0,8.0,0.0,2020-02-23,云南省,2.0,115.0,174.0
1905,0.0,11.0,0.0,2020-02-22,云南省,2.0,107.0,174.0
2315,1.0,17.0,1.0,2020-02-21,云南省,2.0,96.0,174.0
2740,0.0,19.0,0.0,2020-02-20,云南省,1.0,79.0,173.0
3165,1.0,3.0,1.0,2020-02-19,云南省,1.0,60.0,173.0
3593,0.0,10.0,1.0,2020-02-18,云南省,0.0,57.0,172.0
4020,0.0,5.0,0.0,2020-02-17,云南省,0.0,47.0,171.0
4443,0.0,0.0,3.0,2020-02-16,云南省,0.0,42.0,171.0
4858,0.0,6.0,6.0,2020-02-15,云南省,0.0,42.0,168.0
5283,0.0,9.0,6.0,2020-02-14,云南省,0.0,36.0,162.0
5695,0.0,1.0,2.0,2020-02-13,云南省,0.0,27.0,156.0
6121,0.0,6.0,1.0,2020-02-12,云南省,0.0,26.0,154.0
6536,0.0,1.0,4.0,2020-02-11,云南省,0.0,20.0,153.0
6960,0.0,1.0,8.0,2020-02-10,云南省,0.0,19.0,149.0
7380,0.0,1.0,3.0,2020-02-09,云南省,0.0,18.0,141.0
7807,0.0,4.0,2.0,2020-02-08,云南省,0.0,17.0,138.0
8230,0.0,6.0,3.0,2020-02-07,云南省,0.0,13.0,136.0
8650,0.0,2.0,9.0,2020-02-06,云南省,0.0,7.0,133.0
9066,0.0,0.0,5.0,2020-02-05,云南省,0.0,5.0,124.0
9464,0.0,0.0,5.0,2020-02-04,云南省,0.0,5.0,119.0
9875,0.0,2.0,9.0,2020-02-03,云南省,0.0,5.0,114.0
10277,0.0,1.0,12.0,2020-02-02,云南省,0.0,3.0,105.0
10680,0.0,1.0,10.0,2020-02-01,云南省,0.0,2.0,93.0
11076,0.0,1.0,13.0,2020-01-31,云南省,0.0,1.0,83.0
11462,0.0,0.0,15.0,2020-01-30,云南省,0.0,0.0,70.0
11820,0.0,0.0,11.0,2020-01-29,云南省,0.0,0.0,55.0
12173,0.0,0.0,18.0,2020-01-28,云南省,0.0,0.0,44.0
12503,0.0,0.0,10.0,2020-01-27,云南省,0.0,0.0,26.0
12785,0.0,0.0,5.0,2020-01-26,云南省,0.0,0.0,16.0
13007,0.0,0.0,6.0,2020-01-25,云南省,0.0,0.0,11.0
13173,0.0,0.0,5.0,2020-01-24,云南省,0.0,0.0,5.0
304,0.0,4.0,0.0,2020-02-26,上海市,3.0,272.0,336.0
674,0.0,7.0,1.0,2020-02-25,上海市,3.0,268.0,336.0
1075,0.0,12.0,0.0,2020-02-24,上海市,3.0,261.0,335.0
1490,0.0,22.0,0.0,2020-02-23,上海市,3.0,249.0,335.0
1919,1.0,16.0,1.0,2020-02-22,上海市,3.0,227.0,335.0
2329,0.0,11.0,0.0,2020-02-21,上海市,2.0,211.0,334.0
2754,0.0,14.0,1.0,2020-02-20,上海市,2.0,200.0,334.0
3179,1.0,9.0,0.0,2020-02-19,上海市,2.0,186.0,333.0
3607,0.0,16.0,1.0,2020-02-18,上海市,1.0,177.0,333.0
4034,0.0,21.0,4.0,2020-02-17,上海市,1.0,161.0,332.0
4457,0.0,16.0,2.0,2020-02-16,上海市,1.0,140.0,328.0
4873,0.0,34.0,8.0,2020-02-15,上海市,1.0,124.0,326.0
5298,0.0,28.0,3.0,2020-02-14,上海市,1.0,90.0,318.0
5710,0.0,5.0,4.0,2020-02-13,上海市,1.0,62.0,315.0
6136,0.0,5.0,8.0,2020-02-12,上海市,1.0,57.0,311.0
6551,0.0,4.0,4.0,2020-02-11,上海市,1.0,52.0,303.0
6975,0.0,4.0,6.0,2020-02-10,上海市,1.0,48.0,299.0
7395,0.0,3.0,7.0,2020-02-09,上海市,1.0,44.0,293.0
7822,0.0,11.0,9.0,2020-02-08,上海市,1.0,41.0,286.0
8245,0.0,5.0,20.0,2020-02-07,上海市,1.0,30.0,277.0
8665,0.0,10.0,14.0,2020-02-06,上海市,1.0,25.0,257.0
9080,0.0,3.0,24.0,2020-02-05,上海市,1.0,15.0,243.0
9478,0.0,2.0,16.0,2020-02-04,上海市,1.0,12.0,219.0
9889,0.0,0.0,21.0,2020-02-03,上海市,1.0,10.0,203.0
10290,0.0,0.0,13.0,2020-02-02,上海市,1.0,10.0,182.0
10692,0.0,1.0,34.0,2020-02-01,上海市,1.0,10.0,169.0
11087,0.0,-2.0,23.0,2020-01-31,上海市,1.0,9.0,135.0
11473,0.0,6.0,16.0,2020-01-30,上海市,1.0,11.0,112.0
11831,0.0,1.0,30.0,2020-01-29,上海市,1.0,5.0,96.0
12183,0.0,1.0,13.0,2020-01-28,上海市,1.0,4.0,66.0
12513,1.0,3.0,53.0,2020-01-27,上海市,1.0,3.0,53.0
0,0.0,0.0,0.0,2020-01-26,上海市,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-25,上海市,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-24,上海市,0.0,0.0,0.0
322,0.0,6.0,0.0,2020-02-26,山西省,0.0,102.0,133.0
692,0.0,5.0,1.0,2020-02-25,山西省,0.0,96.0,133.0
1093,0.0,2.0,0.0,2020-02-24,山西省,0.0,91.0,132.0
1508,0.0,10.0,0.0,2020-02-23,山西省,0.0,89.0,132.0
1937,0.0,3.0,0.0,2020-02-22,山西省,0.0,79.0,132.0
2347,0.0,3.0,1.0,2020-02-21,山西省,0.0,76.0,132.0
2772,0.0,10.0,0.0,2020-02-20,山西省,0.0,73.0,131.0
3197,0.0,3.0,1.0,2020-02-19,山西省,0.0,63.0,131.0
3625,0.0,9.0,1.0,2020-02-18,山西省,0.0,60.0,130.0
4052,0.0,2.0,1.0,2020-02-17,山西省,0.0,51.0,129.0
4474,0.0,7.0,1.0,2020-02-16,山西省,0.0,49.0,128.0
4891,0.0,4.0,1.0,2020-02-15,山西省,0.0,42.0,127.0
5315,0.0,5.0,0.0,2020-02-14,山西省,0.0,38.0,126.0
5727,0.0,0.0,2.0,2020-02-13,山西省,0.0,33.0,126.0
6153,0.0,3.0,2.0,2020-02-12,山西省,0.0,33.0,124.0
6568,0.0,5.0,3.0,2020-02-11,山西省,0.0,30.0,122.0
6993,0.0,3.0,4.0,2020-02-10,山西省,0.0,25.0,119.0
7412,0.0,2.0,11.0,2020-02-09,山西省,0.0,22.0,115.0
7841,0.0,5.0,8.0,2020-02-08,山西省,0.0,20.0,104.0
8262,0.0,3.0,6.0,2020-02-07,山西省,0.0,15.0,96.0
8683,0.0,7.0,9.0,2020-02-06,山西省,0.0,12.0,90.0
9098,0.0,1.0,7.0,2020-02-05,山西省,0.0,5.0,81.0
9496,0.0,1.0,8.0,2020-02-04,山西省,0.0,4.0,74.0
9906,0.0,1.0,10.0,2020-02-03,山西省,0.0,3.0,66.0
10308,0.0,1.0,9.0,2020-02-02,山西省,0.0,2.0,56.0
10709,0.0,0.0,8.0,2020-02-01,山西省,0.0,1.0,47.0
11106,0.0,0.0,4.0,2020-01-31,山西省,0.0,1.0,39.0
11488,0.0,0.0,8.0,2020-01-30,山西省,0.0,1.0,35.0
11845,0.0,1.0,7.0,2020-01-29,山西省,0.0,1.0,27.0
12195,0.0,0.0,7.0,2020-01-28,山西省,0.0,0.0,20.0
12525,0.0,0.0,4.0,2020-01-27,山西省,0.0,0.0,13.0
12795,0.0,0.0,3.0,2020-01-26,山西省,0.0,0.0,9.0
