,新增死亡,新增治愈,新增确诊,日期,省,省死亡,省治愈,省确诊
0,0.0,0.0,0.0,2020-02-02,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-02-01,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-31,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-30,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-29,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-28,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-27,澳门,0.0,0.0,0.0
9497,0.0,0.0,2.0,2020-01-26,澳门,0.0,0.0,2.0
0,0.0,0.0,0.0,2020-01-25,澳门,0.0,0.0,0.0
0,0.0,0.0,0.0,2020-01-24,澳门,0.0,0.0,0.0
